clientId,cluster,jobName,cronExpression,serverTimezone,fireTimeServer,fireTimeUtc,fireTimeIst,command
"MCDPL","CL51","MCDPL - movefile","30 07,11,13,17 * * *","Europe/London","2026-07-24 07:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/movefile.sh >> /mount/RWS4/batch_jobs/log/movefile_$(date +\%Y-\%m-\%"
"MRW","CL51","MRW - download [MOR]","*/15 * * * *","Europe/London","2026-07-24 07:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/download.sh MOR>> /mount/RWS4/batch_jobs/log/processDataImports.log 2"
"MRW","CL51","MRW - sync to Sftp [MOR]","*/5 * * * *","Europe/London","2026-07-24 07:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh MOR>> /mount/RWS4/batch_jobs/scripts/sync_to_Sftp.log"
"ODP41","CL15","ODP41 - MonitorHRCI","30 02 * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/MonitorHRCI.sh > /dev/null 2>&1"
"ODP41","CL15","ODP41 - encryptExtracts","30 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log "
"OXXO","CL23","OXXO - move Vacaciones","30 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/move_Vacaciones.sh >> /mount/RWS4/batch_jobs/log/move_Vacaciones.log "
"RKH","CL26","RKH - download [RKH]","*/15 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/download.sh RKH >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"RRS","CL09","RRS - encryptPayfile [RACKROOM]","30 */1 * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh RACKROOM >> /mount/RWS4/batch_jobs/log/encryptsPayf"
"SEG","CL26","SEG - encryptExtracts [SEG]","30 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh SEG >> /mount/RWS4/batch_jobs/log/encryptsExtracts"
"SFC","CL52","SFC - encryptPayfile","*/15 * * * *","Europe/London","2026-07-24 07:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh >> /mount/RWS4/batch_jobs/log/encryptPayfile.log 2>"
"SIG","CL17","SIG - CustomExtractsBARC","*/10 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/CustomExtractsBARC.sh >> /mount/RWS4/batch_jobs/log/CustomExtractsBAR"
"SIG","CL17","SIG - download [SIGNET]","30 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/download.sh SIGNET >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"SIG","CL17","SIG - encryptExtracts [SIGNET]","*/30 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh SIGNET >> /mount/RWS4/batch_jobs/log/encryptExtrac"
"SIG","CL17","SIG - encryptReportsExtracts","*/30 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/encryptReportsExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptReport"
"SMLC","CL03","SMLC - encryptExtracts [SMLC]","*/30 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh SMLC >> /mount/RWS4/batch_jobs/log/encryptsExtract"
"TAG","CL03","TAG - download [TAG]","*/30 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/download.sh TAG >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"TAG","CL03","TAG - encryptExtracts [TAG]","*/30 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh TAG >> /mount/RWS4/batch_jobs/log/encryptExtracts."
"TLB","CL12","TLB - download","30 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
"TWG","CL15","TWG - upload payfile","30 * * * *","Pacific/Auckland","2026-07-24 18:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/upload_payfile.sh >> /mount/RWS4/batch_jobs/log/upload_payfile.log"
"VEYR","CL15","VEYR - encryptExtracts [VEYR]","30 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh VEYR>> /mount/RWS4/batch_jobs/log/encryptExtracts."
"WAL","CL07","WAL - DBLogMonitor","*/30 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/DBLogMonitor.sh  > /dev/null  2>&1"
"WAW","CL01","WAW - encryptLOPSExtracts [WAWA]","*/30 * * * *","America/New_York","2026-07-24 02:30:00","2026-07-24T06:30:00.000Z","2026-07-24 12:00:00","/mount/RWS4/batch_jobs/scripts/encryptLOPSExtracts.sh WAWA >> /mount/RWS4/batch_jobs/log/encryptLOPS"
"HMROW","CL53","HMROW - workflow [VDInterval 0 0 HNM]","*/16 * * * *","Europe/London","2026-07-24 07:32:00","2026-07-24T06:32:00.000Z","2026-07-24 12:02:00","/mount/RWS4/batch_jobs/scripts/workflow.sh VDInterval 0 0 HNM >> /mount/RWS4/batch_jobs/log/VDInterv"
"HMROW","CL53","HMROW - workflow [VDPeriod 0 0 HNM]","*/16 * * * *","Europe/London","2026-07-24 07:32:00","2026-07-24T06:32:00.000Z","2026-07-24 12:02:00","/mount/RWS4/batch_jobs/scripts/workflow.sh VDPeriod 0 0 HNM >> /mount/RWS4/batch_jobs/log/VDPeriod.l"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:32:00","2026-07-24T06:32:00.000Z","2026-07-24 12:02:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"VEYR","CL15","VEYR - monitor VEYR NewTaUnitPayDetailGeneratorJob","*/8 * * * *","America/New_York","2026-07-24 02:32:00","2026-07-24T06:32:00.000Z","2026-07-24 12:02:00","/mount/RWS4/batch_jobs/WAPM/scripts/monitor_VEYR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/ba"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:34:00","2026-07-24T06:34:00.000Z","2026-07-24 12:04:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"RLY","CL25","RLY - encryptPayfile [RLY]","*/17 * * * *","America/New_York","2026-07-24 02:34:00","2026-07-24T06:34:00.000Z","2026-07-24 12:04:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh RLY >> /mount/RWS4/batch_jobs/log/encryptsPayfile.l"
"BPANZ","CL15","BPANZ - Append Timestamp [BP]","*/5 * * * *","America/New_York","2026-07-24 02:35:00","2026-07-24T06:35:00.000Z","2026-07-24 12:05:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >> /mount/RWS4/batch_jobs/log/Append_Timestamp"
"BPG","CL78","BPG - Append Timestamp [BP]","*/5 * * * *","Europe/Berlin","2026-07-24 08:35:00","2026-07-24T06:35:00.000Z","2026-07-24 12:05:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >/dev/null 2>&1"
"HMROW","CL53","HMROW - sync clocking event [HNM]","*/5 * * * *","Europe/London","2026-07-24 07:35:00","2026-07-24T06:35:00.000Z","2026-07-24 12:05:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh HNM >> /mount/RWS4/batch_jobs/log/sync_clockin"
"IKI","CL54","IKI - encryptPayfile [IKI]","35 * * * *","Europe/Helsinki","2026-07-24 09:35:00","2026-07-24T06:35:00.000Z","2026-07-24 12:05:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh IKI >> /mount/RWS4/batch_jobs/log/encryptPayfile.lo"
"INSP","CL03","INSP - customAbsencesExtracts","*/5 * * * *","America/New_York","2026-07-24 02:35:00","2026-07-24T06:35:00.000Z","2026-07-24 12:05:00","/mount/RWS4/batch_jobs/scripts/customAbsencesExtracts.sh >> /mount/RWS4/batch_jobs/log/customAbsence"
"MCDDE","CL75","MCDDE - upload payfiles to sftp [MCDDE]","*/5 * * * *","Europe/Berlin","2026-07-24 08:35:00","2026-07-24T06:35:00.000Z","2026-07-24 12:05:00","/mount/RWS4/batch_jobs/scripts/upload_payfiles_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/upload"
"MCDPL","CL51","MCDPL - encryptExtracts","*/5 * * * *","Europe/London","2026-07-24 07:35:00","2026-07-24T06:35:00.000Z","2026-07-24 12:05:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log"
"MRW","CL51","MRW - sync to Sftp [MOR]","*/5 * * * *","Europe/London","2026-07-24 07:35:00","2026-07-24T06:35:00.000Z","2026-07-24 12:05:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh MOR>> /mount/RWS4/batch_jobs/scripts/sync_to_Sftp.log"
"TLB","CL12","TLB - encryptPayfile","5,35 * * * *","America/New_York","2026-07-24 02:35:00","2026-07-24T06:35:00.000Z","2026-07-24 12:05:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh >> /mount/RWS4/batch_jobs/log/encryptsPayfile.log 2"
"WAL","CL07","WAL - encryptExtracts","05,35 * * * *","America/New_York","2026-07-24 02:35:00","2026-07-24T06:35:00.000Z","2026-07-24 12:05:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log "
"BPG","CL78","BPG - CopyPLReporttoSFTP [BP]","*/36 * * * *","Europe/Berlin","2026-07-24 08:36:00","2026-07-24T06:36:00.000Z","2026-07-24 12:06:00","/mount/RWS4/batch_jobs/scripts/CopyPLReporttoSFTP.sh BP>> /mount/RWS4/batch_jobs/log/CopyPLReporttoS"
"HMROW","CL53","HMROW - workflow [ClockingEventJob 0 0 HNM]","*/6 * * * *","Europe/London","2026-07-24 07:36:00","2026-07-24T06:36:00.000Z","2026-07-24 12:06:00","/mount/RWS4/batch_jobs/scripts/workflow.sh ClockingEventJob 0 0 HNM >> /mount/RWS4/batch_jobs/log/Cl"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:36:00","2026-07-24T06:36:00.000Z","2026-07-24 12:06:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:38:00","2026-07-24T06:38:00.000Z","2026-07-24 12:08:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"HMROW","CL53","HMROW - sync clocking event","9,19,29,39,49,59 * * * *","Europe/London","2026-07-24 07:39:00","2026-07-24T06:39:00.000Z","2026-07-24 12:09:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh >> /mount/RWS4/batch_jobs/log/sync_clocking_ev"
"AZO","CL17","AZO - Monitoring RWS Processes [EXTRACTS_CHECK COSTSEGMENT Y]","40 02 * * *","America/New_York","2026-07-24 02:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/WAPM/scripts/Monitoring_RWS_Processes.sh EXTRACTS_CHECK COSTSEGMENT Y"
"BPANZ","CL15","BPANZ - Append Timestamp [BP]","*/5 * * * *","America/New_York","2026-07-24 02:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >> /mount/RWS4/batch_jobs/log/Append_Timestamp"
"BPG","CL78","BPG - Append Timestamp [BP]","*/5 * * * *","Europe/Berlin","2026-07-24 08:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >/dev/null 2>&1"
"BPG","CL78","BPG - upload payfile PL [BP]","*/20 * * * *","Europe/Berlin","2026-07-24 08:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/scripts/upload_payfile_PL.sh BP>> /mount/RWS4/batch_jobs/log/PayFile_Upload_P"
"DIX","CL52","DIX - workflow [HRTS 3 ""SUPPLIER_STORES"" DIX]","*/20 * * * *","Europe/London","2026-07-24 07:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/scripts/workflow.sh HRTS 3 ""SUPPLIER_STORES"" DIX >> /mount/RWS4/batch_jobs/lo"
"DIX","CL52","DIX - workflow [POPULATERFCMETRICDATA 0 0 DIX]","*/10 * * * *","Europe/London","2026-07-24 07:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/scripts/workflow.sh POPULATERFCMETRICDATA 0 0 DIX >> /mount/RWS4/batch_jobs/l"
"HMROW","CL53","HMROW - sync clocking event [HNM]","*/5 * * * *","Europe/London","2026-07-24 07:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh HNM >> /mount/RWS4/batch_jobs/log/sync_clockin"
"HOLT","CL26","HOLT - monitor HOLT NewTaUnitPayDetailGeneratorJob","*/10 * * * *","America/New_York","2026-07-24 02:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/WAPM/scripts/monitor_HOLT_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/ba"
"INSP","CL03","INSP - customAbsencesExtracts","*/5 * * * *","America/New_York","2026-07-24 02:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/scripts/customAbsencesExtracts.sh >> /mount/RWS4/batch_jobs/log/customAbsence"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"MCDDE","CL75","MCDDE - upload payfiles to sftp [MCDDE]","*/5 * * * *","Europe/Berlin","2026-07-24 08:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/scripts/upload_payfiles_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/upload"
"MCDPL","CL51","MCDPL - encryptExtracts","*/5 * * * *","Europe/London","2026-07-24 07:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log"
"MRW","CL51","MRW - sync to Sftp [MOR]","*/5 * * * *","Europe/London","2026-07-24 07:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh MOR>> /mount/RWS4/batch_jobs/scripts/sync_to_Sftp.log"
"SIG","CL17","SIG - CustomExtractsBARC","*/10 * * * *","America/New_York","2026-07-24 02:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/scripts/CustomExtractsBARC.sh >> /mount/RWS4/batch_jobs/log/CustomExtractsBAR"
"VEYR","CL15","VEYR - monitor VEYR NewTaUnitPayDetailGeneratorJob","*/8 * * * *","America/New_York","2026-07-24 02:40:00","2026-07-24T06:40:00.000Z","2026-07-24 12:10:00","/mount/RWS4/batch_jobs/WAPM/scripts/monitor_VEYR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/ba"
"BCF","CL25","BCF - encryptPayfile [BCF]","11,41 * * * *","America/New_York","2026-07-24 02:41:00","2026-07-24T06:41:00.000Z","2026-07-24 12:11:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh BCF >> /mount/RWS4/batch_jobs/log/encryptsPayfile.l"
"HMROW","CL53","HMROW - workflow [ClockingEventJob 0 0 HNM]","*/6 * * * *","Europe/London","2026-07-24 07:42:00","2026-07-24T06:42:00.000Z","2026-07-24 12:12:00","/mount/RWS4/batch_jobs/scripts/workflow.sh ClockingEventJob 0 0 HNM >> /mount/RWS4/batch_jobs/log/Cl"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:42:00","2026-07-24T06:42:00.000Z","2026-07-24 12:12:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:44:00","2026-07-24T06:44:00.000Z","2026-07-24 12:14:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"TWG","CL15","TWG - monitor TWG RTATerminationPayJob","*/22 * * * *","Pacific/Auckland","2026-07-24 18:44:00","2026-07-24T06:44:00.000Z","2026-07-24 12:14:00","/mount/RWS4/batch_jobs/scripts/monitor_TWG_RTATerminationPayJob.sh >> /mount/RWS4/batch_jobs/logs/mo"
"BNQ","CL52","BNQ - download","*/15 * * * *","Europe/London","2026-07-24 07:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
"BNQ","CL52","BNQ - sync clocking event","*/15 * * * *","Europe/London","2026-07-24 07:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh >> /mount/RWS4/batch_jobs/log/sync_clocking_ev"
"BPANZ","CL15","BPANZ - Append Timestamp [BP]","*/5 * * * *","America/New_York","2026-07-24 02:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >> /mount/RWS4/batch_jobs/log/Append_Timestamp"
"BPG","CL78","BPG - Append Timestamp [BP]","*/5 * * * *","Europe/Berlin","2026-07-24 08:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >/dev/null 2>&1"
"BPG","CL78","BPG - Upload ES Cognose Extract SFTP [BP]","*/45 * * * *","Europe/Berlin","2026-07-24 08:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/Upload_ES_Cognose_Extract_SFTP.sh BP > /mount/RWS4/batch_jobs/log/Upl"
"DIX","CL52","DIX - encryptExtracts [DIX]","*/15 * * * *","Europe/London","2026-07-24 07:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh DIX >> /mount/RWS4/batch_jobs/log/encryptExtracts."
"HMROW","CL53","HMROW - sync clocking event [HNM]","*/5 * * * *","Europe/London","2026-07-24 07:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh HNM >> /mount/RWS4/batch_jobs/log/sync_clockin"
"HMROW","CL53","HMROW - sync from Sftp VD","*/15 * * * *","Europe/London","2026-07-24 07:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/sync_from_Sftp_VD.sh >> /mount/RWS4/batch_jobs/log/sync_from_Sftp_VD."
"HMROW","CL53","HMROW - sync to Sftp [HNM]","*/15 * * * *","Europe/London","2026-07-24 07:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh HNM >> /mount/RWS4/batch_jobs/log/sync_to_Sftp.log 2>"
"HMROW","CL53","HMROW - sync to Sftp payroll [HNM]","*/15 * * * *","Europe/London","2026-07-24 07:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp_payroll.sh HNM >> /mount/RWS4/batch_jobs/log/sync_to_Sft"
"HNMG","CL77","HNMG - sync from Sftp","*/15 * * * *","Europe/Berlin","2026-07-24 08:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/sync_from_Sftp.sh >> /mount/RWS4/batch_jobs/log/sync_from_Sftp.log 2>"
"HNMG","CL77","HNMG - sync to Sftp [HNM]","*/15 * * * *","Europe/Berlin","2026-07-24 08:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh HNM >> /mount/RWS4/batch_jobs/log/sync_to_Sftp.log 2>"
"INSP","CL03","INSP - customAbsencesExtracts","*/5 * * * *","America/New_York","2026-07-24 02:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/customAbsencesExtracts.sh >> /mount/RWS4/batch_jobs/log/customAbsence"
"INSP","CL03","INSP - customEncryptInfotype7Extracts","*/15 * * * *","America/New_York","2026-07-24 02:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/customEncryptInfotype7Extracts.sh >> /mount/RWS4/batch_jobs/log/custo"
"MB","CL55","MB - download","*/15 * * * *","Europe/London","2026-07-24 07:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
"MCDDE","CL75","MCDDE - WFMExtracts to sftp [MCDDE]","*/15 * * * *","Europe/Berlin","2026-07-24 08:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/WFMExtracts_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/WFMExtract"
"MCDDE","CL75","MCDDE - encryptExtracts [MCDDE]","*/15 * * * *","Europe/Berlin","2026-07-24 08:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh MCDDE >> /mount/RWS4/batch_jobs/log/encryptExtract"
"MCDDE","CL75","MCDDE - upload payfiles to sftp [MCDDE]","*/5 * * * *","Europe/Berlin","2026-07-24 08:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/upload_payfiles_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/upload"
"MCDPL","CL51","MCDPL - encryptExtracts","*/5 * * * *","Europe/London","2026-07-24 07:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log"
"MRW","CL51","MRW - download [MOR]","*/15 * * * *","Europe/London","2026-07-24 07:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/download.sh MOR>> /mount/RWS4/batch_jobs/log/processDataImports.log 2"
"MRW","CL51","MRW - sync to Sftp [MOR]","*/5 * * * *","Europe/London","2026-07-24 07:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh MOR>> /mount/RWS4/batch_jobs/scripts/sync_to_Sftp.log"
"RKH","CL26","RKH - download [RKH]","*/15 * * * *","America/New_York","2026-07-24 02:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/download.sh RKH >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"SFC","CL52","SFC - encryptPayfile","*/15 * * * *","Europe/London","2026-07-24 07:45:00","2026-07-24T06:45:00.000Z","2026-07-24 12:15:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh >> /mount/RWS4/batch_jobs/log/encryptPayfile.log 2>"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:46:00","2026-07-24T06:46:00.000Z","2026-07-24 12:16:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"HMROW","CL53","HMROW - workflow [ClockingEventJob 0 0 HNM]","*/6 * * * *","Europe/London","2026-07-24 07:48:00","2026-07-24T06:48:00.000Z","2026-07-24 12:18:00","/mount/RWS4/batch_jobs/scripts/workflow.sh ClockingEventJob 0 0 HNM >> /mount/RWS4/batch_jobs/log/Cl"
"HMROW","CL53","HMROW - workflow [VDInterval 0 0 HNM]","*/16 * * * *","Europe/London","2026-07-24 07:48:00","2026-07-24T06:48:00.000Z","2026-07-24 12:18:00","/mount/RWS4/batch_jobs/scripts/workflow.sh VDInterval 0 0 HNM >> /mount/RWS4/batch_jobs/log/VDInterv"
"HMROW","CL53","HMROW - workflow [VDPeriod 0 0 HNM]","*/16 * * * *","Europe/London","2026-07-24 07:48:00","2026-07-24T06:48:00.000Z","2026-07-24 12:18:00","/mount/RWS4/batch_jobs/scripts/workflow.sh VDPeriod 0 0 HNM >> /mount/RWS4/batch_jobs/log/VDPeriod.l"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:48:00","2026-07-24T06:48:00.000Z","2026-07-24 12:18:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"VEYR","CL15","VEYR - monitor VEYR NewTaUnitPayDetailGeneratorJob","*/8 * * * *","America/New_York","2026-07-24 02:48:00","2026-07-24T06:48:00.000Z","2026-07-24 12:18:00","/mount/RWS4/batch_jobs/WAPM/scripts/monitor_VEYR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/ba"
