clientId,cluster,jobName,cronExpression,serverTimezone,fireTimeServer,fireTimeUtc,fireTimeIst,command
"IKI","CL54","IKI - encryptExtracts [IKI]","*/30 * * * *","Europe/Helsinki","2026-07-24 10:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh IKI >> /mount/RWS4/batch_jobs/log/encryptsExtracts"
"INSP","CL03","INSP - customAbsencesExtracts","*/5 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/customAbsencesExtracts.sh >> /mount/RWS4/batch_jobs/log/customAbsence"
"INSP","CL03","INSP - customEncryptInfotype7Extracts","*/15 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/customEncryptInfotype7Extracts.sh >> /mount/RWS4/batch_jobs/log/custo"
"INSP","CL03","INSP - encryptPayfile [INSP]","*/55 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh INSP >> /mount/RWS4/batch_jobs/log/encryptPayfile.l"
"INSP","CL03","INSP - sendCognosReports","0 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sendCognosReports.sh >> /mount/RWS4/batch_jobs/log/sendCognosReports."
"INSP","CL03","INSP - workflow [publish 3]","0 3 * * 5","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/workflow.sh publish 3 >> /mount/RWS4/batch_jobs/log/publish.log 2>&1"
"JLP","CL52","JLP - CopyEncryptPDPDataExtract [JLP]","0 */1 * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/CopyEncryptPDPDataExtract.sh JLP >> /mount/RWS4/batch_jobs/log/CopyEn"
"MB","CL55","MB - download","*/15 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"MB","CL55","MB - sync PayFiles","0 */1 * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sync_PayFiles.sh >> /mount/RWS4/batch_jobs/log/sync_pay_file.log"
"MCDDE","CL75","MCDDE - WFMExtracts to sftp [MCDDE]","*/15 * * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/WFMExtracts_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/WFMExtract"
"MCDDE","CL75","MCDDE - cognos extract to sftp [MCDDE] (*/30 1-21 * * *)","*/30 1-21 * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cognos_extract_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/cognos_"
"MCDDE","CL75","MCDDE - download [MCDDE]","*/60 * * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh MCDDE >> /mount/RWS4/batch_jobs/log/download.log 2>&1"
"MCDDE","CL75","MCDDE - encryptExtracts [MCDDE]","*/15 * * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh MCDDE >> /mount/RWS4/batch_jobs/log/encryptExtract"
"MCDDE","CL75","MCDDE - sftpRetry","*/30 * * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sftpRetry.sh >> /mount/RWS4/batch_jobs/log/sftpRetry.log 2>&1"
"MCDDE","CL75","MCDDE - upload payfiles to sftp [MCDDE]","*/5 * * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/upload_payfiles_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/upload"
"MCDPL","CL51","MCDPL - download","0 8,12,14,18 * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
"MCDPL","CL51","MCDPL - encryptExtracts","*/5 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log"
"MCDPL","CL51","MCDPL - workflow [HRBasic]","0 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/workflow.sh HRBasic >> /mount/RWS4/batch_jobs/log/HRBasic.log 2>&1"
"MRW","CL51","MRW - download [MOR]","*/15 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh MOR>> /mount/RWS4/batch_jobs/log/processDataImports.log 2"
"MRW","CL51","MRW - sync to Sftp [MOR]","*/5 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh MOR>> /mount/RWS4/batch_jobs/scripts/sync_to_Sftp.log"
"ODP41","CL15","ODP41 - cleanup (0 3 * * *)","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cleanup.sh >> /mount/RWS4/batch_jobs/log/cleanup.log 2>&1"
"PSA","CL19","PSA - cleanup [PBST]","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cleanup.sh PBST >> /mount/RWS4/batch_jobs/log/cleanup.log 2>&1"
"QCK","CL01","QCK - cleanup","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cleanup.sh >> /mount/RWS4/batch_jobs/log/cleanup.log 2>&1"
"QCK","CL01","QCK - rwsDownload","0 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/rwsDownload.sh >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"RKH","CL26","RKH - download [RKH]","*/15 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh RKH >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"RKH","CL26","RKH - encryptPayfile [RKH] (0 */1 * * *)","0 */1 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh RKH >> /mount/RWS4/batch_jobs/log/encryptsPayfile.l"
"RLY","CL25","RLY - encryptExtracts [RLY]","0 */1 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh RLY >> /mount/RWS4/batch_jobs/log/encryptsExtracts"
"RLY","CL25","RLY - encryptPayfile [RLY]","*/17 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh RLY >> /mount/RWS4/batch_jobs/log/encryptsPayfile.l"
"RRS","CL09","RRS - download [RACKROOM]","0 */1 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh RACKROOM >> /mount/RWS4/batch_jobs/log/dataimports.log 2>"
"RRS","CL09","RRS - workflow [workload 5 'PILOT_STORE_GROUP' RACKROOM]","0 3 * * 5","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/workflow.sh workload 5 'PILOT_STORE_GROUP' RACKROOM >> /mount/RWS4/ba"
"SBH","CL12","SBH - cleanup [SB]","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cleanup.sh SB >> /mount/RWS4/batch_jobs/log/cleanup.log 2>&1"
"SBH","CL12","SBH - download [SB]","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh SB >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"SBH","CL12","SBH - sendCognosReports [SB]","0 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sendCognosReports.sh SB >> /mount/RWS4/batch_jobs/log/sendCognosRepor"
"SCO","CL52","SCO - download","0 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
"SEG","CL26","SEG - download [SEG]","0 */1 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh SEG >> /mount/RWS4/batch_jobs/log/dataimports.log  2>&1"
"SFC","CL52","SFC - encryptPayfile","*/15 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh >> /mount/RWS4/batch_jobs/log/encryptPayfile.log 2>"
"SIG","CL17","SIG - CognosCustomencryptExtracts [SIGNET]","0 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/CognosCustomencryptExtracts.sh SIGNET >> /mount/RWS4/batch_jobs/log/C"
"SIG","CL17","SIG - CustomExtractsBARC","*/10 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/CustomExtractsBARC.sh >> /mount/RWS4/batch_jobs/log/CustomExtractsBAR"
"SIG","CL17","SIG - encryptExtracts [SIGNET]","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh SIGNET >> /mount/RWS4/batch_jobs/log/encryptExtrac"
"SIG","CL17","SIG - encryptReportsExtracts","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptReportsExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptReport"
"SMLC","CL03","SMLC - Monitoring RWS Processes [IN_FOLDER_CHECK]","0 */1 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/WAPM/scripts/Monitoring_RWS_Processes.sh IN_FOLDER_CHECK >> /mount/RWS4/batch"
"SMLC","CL03","SMLC - encryptExtracts [SMLC]","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh SMLC >> /mount/RWS4/batch_jobs/log/encryptsExtract"
"SMLC","CL03","SMLC - moveLogsToSftp [SMLC 15]","0 */1 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/moveLogsToSftp.sh SMLC 15 >> /mount/RWS4/batch_jobs/log/moveLogsToSft"
"SSN","CL17","SSN - cleanup [SSI]","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cleanup.sh SSI >> /mount/RWS4/batch_jobs/log/cleanup.log 2>&1"
"SSN","CL17","SSN - download [SSI]","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh SSI >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"TAG","CL03","TAG - TAGCustomWorkflow [schedule ""Aspen_Dental_Rollout""]","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/TAGCustomWorkflow.sh schedule ""Aspen_Dental_Rollout"" >> /mount/RWS4/b"
"TAG","CL03","TAG - download [TAG]","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh TAG >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"TAG","CL03","TAG - encryptExtracts [TAG]","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh TAG >> /mount/RWS4/batch_jobs/log/encryptExtracts."
"TSC","CL14","TSC - EmployeeShiftDetailsExtract","0 */1 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/EmployeeShiftDetailsExtract.sh >> /mount/RWS4/batch_jobs/log/Employee"
"TSC","CL14","TSC - cleanup","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cleanup.sh >> /mount/RWS4/batch_jobs/log/cleanup.log 2>&1"
"TTW","CL23","TTW - encryptExtracts","0 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log "
"TWG","CL15","TWG - * [/mount/backup/HR03_Logs/]","0 * * * *","Pacific/Auckland","2026-07-24 19:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","mv /mount/RWS4/appuploads/upload/122690099/DTS/HR/Log/HR03/* /mount/backup/HR03_Logs/ > /dev/null 2>"
"TWG","CL15","TWG - monitor TWG RTATerminationPayJob","*/22 * * * *","Pacific/Auckland","2026-07-24 19:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/monitor_TWG_RTATerminationPayJob.sh >> /mount/RWS4/batch_jobs/logs/mo"
"TWG","CL15","TWG - sync clocking event","0 * * * *","Pacific/Auckland","2026-07-24 19:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh >> /mount/RWS4/batch_jobs/log/sync_clocking_ev"
"VEYR","CL15","VEYR - download [VEYR]","0 */1 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh VEYR >> /mount/RWS4/batch_jobs/log/dataimports.log"
"VEYR","CL15","VEYR - monitor VEYR NewTaUnitPayDetailGeneratorJob","*/8 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/WAPM/scripts/monitor_VEYR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/ba"
"WAL","CL07","WAL - DBLogMonitor","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/DBLogMonitor.sh  > /dev/null  2>&1"
"WAW","CL01","WAW - cleanup [WAWA]","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cleanup.sh WAWA >> /mount/RWS4/batch_jobs/log/cleanup.log 2>&1"
"WAW","CL01","WAW - encryptLOPSExtracts [WAWA]","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptLOPSExtracts.sh WAWA >> /mount/RWS4/batch_jobs/log/encryptLOPS"
"HOLT","CL26","HOLT - download [HOLT] (1 */1 * * *)","1 */1 * * *","America/New_York","2026-07-24 03:01:00","2026-07-24T07:01:00.000Z","2026-07-24 12:31:00","/mount/RWS4/batch_jobs/scripts/download.sh HOLT >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"STS","CL19","STS - encryptPayfile [STS]","1 * * * *","America/New_York","2026-07-24 03:01:00","2026-07-24T07:01:00.000Z","2026-07-24 12:31:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh STS >> /mount/RWS4/batch_jobs/log/encryptsPayfile.l"
"WAW","CL01","WAW - download [WAWA]","1 * * * *","America/New_York","2026-07-24 03:01:00","2026-07-24T07:01:00.000Z","2026-07-24 12:31:00","/mount/RWS4/batch_jobs/scripts/download.sh WAWA >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:02:00","2026-07-24T07:02:00.000Z","2026-07-24 12:32:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:04:00","2026-07-24T07:04:00.000Z","2026-07-24 12:34:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"BAS","CL25","BAS - encryptExtracts [BAS]","5 */1 * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh BAS >> /mount/RWS4/batch_jobs/log/encryptsExtracts"
"BCOP","CL19","BCOP - encryptExtracts","5 * * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/CognosCustomencryptE"
"BLK","CL12","BLK - download [BELK]","5,17 * * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/download.sh BELK >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"BPANZ","CL15","BPANZ - Append Timestamp [BP]","*/5 * * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >> /mount/RWS4/batch_jobs/log/Append_Timestamp"
"BPG","CL78","BPG - Append Timestamp [BP]","*/5 * * * *","Europe/Berlin","2026-07-24 09:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >/dev/null 2>&1"
"BPG","CL78","BPG - upload payfile NL [BP]","5 */1 * * *","Europe/Berlin","2026-07-24 09:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/upload_payfile_NL.sh BP >> /mount/RWS4/batch_jobs/log/PayFile_Upload_"
"CVSH","CL20","CVSH - CognosCustomencryptExtracts [CVS]","5 * * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/CognosCustomencryptExtracts.sh CVS >> /mount/RWS4/batch_jobs/log/Cogn"
"HMROW","CL53","HMROW - sync clocking event [HNM]","*/5 * * * *","Europe/London","2026-07-24 08:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh HNM >> /mount/RWS4/batch_jobs/log/sync_clockin"
"INSP","CL03","INSP - customAbsencesExtracts","*/5 * * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/customAbsencesExtracts.sh >> /mount/RWS4/batch_jobs/log/customAbsence"
"MCDDE","CL75","MCDDE - upload payfiles to sftp [MCDDE]","*/5 * * * *","Europe/Berlin","2026-07-24 09:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/upload_payfiles_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/upload"
"MCDPL","CL51","MCDPL - encryptExtracts","*/5 * * * *","Europe/London","2026-07-24 08:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log"
"MRW","CL51","MRW - sync to Sftp [MOR]","*/5 * * * *","Europe/London","2026-07-24 08:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh MOR>> /mount/RWS4/batch_jobs/scripts/sync_to_Sftp.log"
"PSA","CL19","PSA - download [PBST]","5 * * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/download.sh PBST >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"SFC","CL52","SFC - download [SFC]","5 */1 * * *","Europe/London","2026-07-24 08:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/download.sh SFC >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"SMLC","CL03","SMLC - download [SMLC]","05 */1 * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/download.sh SMLC >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"SMLC","CL03","SMLC - encryptAusenciasPayfile [SMLC]","05 */1 * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/encryptAusenciasPayfile.sh SMLC >> /mount/RWS4/batch_jobs/log/encrypt"
"SMLC","CL03","SMLC - encryptCentroCostosPayfile [SMLC]","05 */1 * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/encryptCentroCostosPayfile.sh SMLC >> /mount/RWS4/batch_jobs/log/encr"
"SMLC","CL03","SMLC - encryptHorasExtrasPayfile [SMLC]","05 */1 * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/encryptHorasExtrasPayfile.sh SMLC >> /mount/RWS4/batch_jobs/log/encry"
"TLB","CL12","TLB - encryptPayfile","5,35 * * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh >> /mount/RWS4/batch_jobs/log/encryptsPayfile.log 2"
"TWG","CL15","TWG - * [/mount/backup/HR12_Logs/]","5 * * * *","Pacific/Auckland","2026-07-24 19:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","mv /mount/RWS4/appuploads/upload/122690099/DTS/HR/Log/HR12/* /mount/backup/HR12_Logs/ > /dev/null 2>"
"WAL","CL07","WAL - encryptExtracts","05,35 * * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log "
"WAL","CL07","WAL - prepareEncFile","05 3 * * *","America/New_York","2026-07-24 03:05:00","2026-07-24T07:05:00.000Z","2026-07-24 12:35:00","/mount/RWS4/NXTR_EXTRACTS/wagdailyopt_withoutmeal/scripts/prepareEncFile.sh >/dev/null 2>&1"
"HMROW","CL53","HMROW - workflow [ClockingEventJob 0 0 HNM]","*/6 * * * *","Europe/London","2026-07-24 08:06:00","2026-07-24T07:06:00.000Z","2026-07-24 12:36:00","/mount/RWS4/batch_jobs/scripts/workflow.sh ClockingEventJob 0 0 HNM >> /mount/RWS4/batch_jobs/log/Cl"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:06:00","2026-07-24T07:06:00.000Z","2026-07-24 12:36:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"JLP","CL52","JLP - download [JLP]","7 * * * *","Europe/London","2026-07-24 08:07:00","2026-07-24T07:07:00.000Z","2026-07-24 12:37:00","/mount/RWS4/batch_jobs/scripts/download.sh JLP >> /mount/RWS4/batch_jobs/log/download.log 2>&1"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:08:00","2026-07-24T07:08:00.000Z","2026-07-24 12:38:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"VEYR","CL15","VEYR - monitor VEYR NewTaUnitPayDetailGeneratorJob","*/8 * * * *","America/New_York","2026-07-24 03:08:00","2026-07-24T07:08:00.000Z","2026-07-24 12:38:00","/mount/RWS4/batch_jobs/WAPM/scripts/monitor_VEYR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/ba"
"HMROW","CL53","HMROW - sync clocking event","9,19,29,39,49,59 * * * *","Europe/London","2026-07-24 08:09:00","2026-07-24T07:09:00.000Z","2026-07-24 12:39:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh >> /mount/RWS4/batch_jobs/log/sync_clocking_ev"
"BPANZ","CL15","BPANZ - Append Timestamp [BP]","*/5 * * * *","America/New_York","2026-07-24 03:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >> /mount/RWS4/batch_jobs/log/Append_Timestamp"
